Hour,A,B,C,D,E,F,G,H,I,J,K,L,M,N
11,189.03638797732157,352.63354041303353,104.97423213159524,261.4640274675579,18.272476423833382,3.6067149534361547,49.933151388615656,1.3409901416242564,600,3500,65.17221326620546,17.829904048349498,34.50006561810372,1
12,173.79762800116296,333.72028109800783,44.73101822758285,253.03795770239793,30.89619097499859,2.711829239916489,37.31869960811245,1.4052314998946822,600,3500,60.1048670558296,25.43143883850971,32.742733127905915,1
13,169.51716735940062,347.4882103038295,268.25291141456955,250.23250547936763,28.87364451562977,1.0911611790905105,48.37672111457657,1.5147019058395434,600,3500,69.57859220028946,24.08556802452134,64.31466095525037,0
14,162.09309898820888,379.320553259019,182.14181153067412,248.3987770669389,19.41539225577521,3.7928460865209335,33.40861546927468,1.7074834995211545,600,3500,77.83267456525708,28.575476104184105,42.46039952823339,0
15,155.0596609711348,394.8075321672862,206.939672551902,254.90968833192773,16.647620912316853,3.0685802530946833,31.290595347474348,0.9047310801923215,600,3500,69.21528704662555,29.592338445476393,26.34017624320296,0
16,133.66345441037242,372.016982677976,238.8596591961281,247.38637813538452,28.60998604149426,3.0295401573317395,36.758314457741136,1.737574115270093,600,3500,64.62984732683462,30.863554170134847,39.946032724124834,0
17,127.36870480112992,364.7534715849822,154.5482376894266,249.26359417662522,28.090224285622703,1.6470254571931515,78.15575557945868,1.2473835233951804,600,3500,69.5400183639664,22.890148608742074,42.946126077081004,1
18,133.345909470256,383.75713882278154,35.206883545352866,251.28563823692832,20.465190539964187,2.976656410697972,57.47647679475085,0.6155874187014967,600,3500,58.61951342662965,13.253170165283771,23.62996285215872,1
19,158.94078978063393,373.1420968384998,165.76089712737885,264.4568161783681,34.0172712450082,2.1815932169624754,78.291108057661,0.5878263938659688,600,3500,69.97772113909816,34.08076830225192,30.281511587531988,0
20,162.88311999942994,379.79938826069326,180.18392422605496,256.40010126391803,18.021157835618006,2.9536989311244763,51.6248939165066,1.0013574780440913,600,3500,52.677571967711636,18.734255878017123,28.545541247620122,1
21,164.10531165165673,391.41889906213333,226.1774475134557,251.14223471897807,23.64669602085204,1.3197790909239722,45.59080665426298,1.6773454656672013,600,3500,69.83661419704245,28.535190819497906,63.20178233641634,0
22,158.9509550307322,377.5149419884621,135.18126840660702,243.64338926119152,33.872318403351976,2.973535913809108,55.30709314201221,1.5615214021113737,600,3500,59.48747286199688,20.683223010047953,37.22602402063281,1
23,152.94841652967307,376.62206164753513,46.99828781071349,230.28515588464433,23.394546338522446,3.998241177312,51.9755844316455,1.6829224470086097,600,3500,68.11774800071021,19.775687216412543,46.16721878515742,1
24,162.42281474013944,328.003051546499,92.2950126816301,244.40265135874608,27.77051895328171,1.144636116581668,35.2832342130872,1.275903584662414,600,3500,78.68493564272366,26.20724657675455,54.778284015532975,0
25,165.33315475276126,312.63723692648466,115.29386595560418,234.4706415111531,22.951887959255885,3.931522552663952,62.04131573451031,1.160298496933236,600,3500,77.22358673502589,15.982469914126925,35.18935511331782,0
26,158.97755735001488,308.84871465558723,197.31599998616434,227.94019823871434,20.4843040469734,2.220723882168612,40.80190912547998,0.721178790059426,600,3500,59.23788255107855,26.8936541184002,34.24759565019416,1
27,148.7620354032589,290.1319669261145,175.52570835398444,238.46633030497162,34.67955295919656,3.6122603510117774,60.97939774489148,0.9922891304139674,600,3500,68.77034932339474,19.146008094057066,30.735217203262067,1
28,147.14448153928367,314.61813648508905,113.26805051037542,224.4414739294659,23.18668012630086,3.3471564521748203,62.51005461990767,1.1510290492608128,600,3500,67.69938711130477,15.84869753064422,28.306272930727904,1
29,141.8079935008588,293.16601581567954,296.0894221499641,230.49228648376496,32.881984073582686,2.7010487829600036,37.601242656432404,0.6329006445194258,600,3500,53.59779043621958,37.91495295706207,28.18123565942276,0
30,141.75271487765752,286.5653485152248,185.67469761349727,219.18809172103073,19.599092117821723,3.2153476277539794,33.06748135553341,0.8309179290668169,600,3500,62.05262184203242,28.833848844937872,23.635494387573136,0
31,139.45821033933797,288.52645717451617,78.7957696034384,229.16164961326743,19.262094080501665,3.635546683904044,69.038079303422,1.3973379410956082,600,3500,75.53330895948783,19.569623835030857,32.930163411523175,0
32,143.3516994718992,310.1455565105079,39.516917059917084,211.80262811694055,15.622681657690228,2.212420964953099,52.99002118846601,1.6034946713587848,600,3500,56.67114478091371,15.745405619267073,38.30240062353468,1
33,130.70050833267277,288.6076242428163,54.329150363456286,197.77487278693525,28.033336507517703,1.981099484689716,32.90818977527379,1.9975212670894245,600,3500,64.81793760306607,32.28675557287361,56.298612124080215,1
34,141.62043097624948,306.05508052514074,81.32774123150736,193.415494907264,22.370526874475225,3.002780156690754,79.74331585848836,1.8996699970153366,600,3500,70.06568174583539,28.301930989790744,45.35338994589563,0
35,169.40356139177388,306.20857644043457,56.59759824527114,201.19007642864588,32.28716499679274,3.4235378258237756,32.88902804981833,1.4638477993027874,600,3500,70.622514267785,26.172174992905482,34.14124324979158,1
36,181.33995863459705,291.4859466747153,64.10443697487867,200.9424104235533,24.464198133831143,3.286855404329847,64.75176144292766,1.131872079941108,600,3500,66.03999218329521,13.514208776958391,27.233180739568834,1
37,183.52634179513566,298.4174987886644,92.67759892121566,198.25668984046072,34.363868558294435,3.3934409465759034,79.18394626317068,1.4542660470623492,600,3500,76.56491829118384,26.77475863587922,34.33708098544187,0
38,192.34395218462177,301.4033942222664,60.2783426354789,209.02504350017847,18.71051031406242,2.306749944438799,41.95900521079628,1.678477427120348,600,3500,57.47439081313044,22.09820718116532,41.36064312177308,1
39,182.25309875597068,292.40014106488445,270.0619731416633,226.26695980764305,32.37246335911222,3.453502648525065,37.11246843435981,0.677504286385081,600,3500,69.32071642386862,32.362644062279074,26.967011556309608,0
40,166.4201566206018,293.4471723397347,33.26778624187624,231.64501808295321,30.531937055834835,1.3606271661118252,36.069246971121444,1.1148573345444324,600,3500,75.24918067784581,21.68089182649613,50.00247538685815,0
41,174.15716078893863,287.6674683868083,162.10830297537385,226.66218205814295,30.41843689288104,2.6334672938825485,45.16375737837978,1.7597034284534259,600,3500,54.43440844851425,26.611509027695263,39.88329342850378,1
42,168.77574417230903,289.370228565577,129.01507982700184,223.31703778606877,31.895664562337753,1.0172759814943646,35.052290550532334,1.075749427899566,600,3500,79.80511251538621,27.72460707875751,55.84688398895583,0
43,155.30896319869558,299.3021886833927,294.88979890349583,213.00945874801016,30.220479818859978,1.973757489700811,64.60806708470659,1.3578084068407799,600,3500,66.03248213335112,23.533079484122855,36.494613042162044,1
44,146.5030505382245,323.092440925573,42.49128162873518,213.8159981260426,27.524406432628307,2.0993846046141935,33.114589906503134,1.3816540412932974,600,3500,61.170349716623086,25.403189215011743,34.251677380090705,1
45,135.19752749140883,304.52520844317024,125.37812372326508,200.77925423823197,17.624897553647752,2.1885180748277664,55.471106407489486,0.776714379700459,600,3500,56.8450767020982,18.641619015221412,31.414458842591277,1
46,136.54181631768904,336.52070906301424,291.14642564985695,205.19416348070797,15.650523589825038,3.0864016200695863,79.83484269264883,1.0433531624784327,600,3500,70.16769636071976,24.764773982563774,26.92199569500776,1
47,142.36304426481942,307.23939207017673,260.9970665092543,221.2387558458276,33.41695695631374,2.1656743038110373,70.69851347530094,1.0017669331128982,600,3500,64.5028735514935,26.2358435791779,32.18299565182644,1
48,151.240528860753,304.962615644643,246.95090057529117,226.979488484172,27.33300629041476,2.3460808678675917,60.76097191155054,0.5392950627980972,600,3500,54.73408685108717,26.088212514319974,31.615640650370977,1
49,160.1838521618406,313.78737374191167,84.79181984303256,223.22630672261252,30.930745819523526,1.7126323926229823,45.312681039330585,0.5362876458370329,600,3500,60.578433314379055,27.117589749556984,42.88413369853677,1
50,167.73383013428796,318.00225175793713,59.557400343119085,227.44180602366686,24.630447030251002,2.1197553748880202,61.19479181458192,1.7475455655136602,600,3500,60.442121707138135,18.467569280605876,44.848058055844554,1
51,165.66217123324222,308.6617589606282,203.906533778085,240.40607358499386,17.346163779247888,1.6818088817894545,56.35207319558258,0.9096062149592186,600,3500,59.95440554130694,17.559013516303725,41.21445085472531,1
52,159.42739728339262,305.53992520526907,279.5190368469999,252.97003066708297,17.50371584405101,1.219587771305331,51.30416919451858,1.277118149358223,600,3500,68.43205070839235,20.975678491919787,51.79605648420858,1
53,144.3458643879178,298.1449111853866,171.46123897403965,244.939967534576,28.711305744579427,2.8103457801441336,36.535518837009974,0.9480883603831596,600,3500,56.25702883374285,26.209541065889066,29.220696478790337,1
54,155.34233414576602,289.3044398312234,175.76767994627096,249.02233865123458,23.606117897989254,3.0046383956650486,74.33021076202334,1.9110188676730107,600,3500,71.06414023459227,27.53673259329351,42.11689426495453,1
55,153.56501293305948,302.0484712865388,91.19393716148241,247.757526730673,19.010494534006735,2.8584710380288434,52.48923244106612,0.8889451382986606,600,3500,58.36809391982351,15.116965230570898,24.910194634782474,1
56,149.46117984619647,307.40370357601455,233.1529506256617,254.21027271398248,24.83189093482874,2.390482131401717,39.73112559103825,1.1444852191084025,600,3500,53.659317287734495,22.720280996924416,29.51697666344762,1
57,161.2583432932035,297.01005964710475,64.24268708168178,257.27918434451664,16.284178741502682,2.1393573405376896,48.38796754386448,1.8090953757269028,600,3500,56.851534231871014,20.691343993058563,44.369614093285584,1
58,152.2762638986467,310.5040577786035,103.86697855723067,238.32141306864105,26.639428038287974,3.590000948715476,50.706487626446346,1.762900350187713,600,3500,67.74927057996894,21.850190788215397,42.78042224098709,1
59,160.624218090951,315.11355059175264,133.37656719876088,235.53730837826635,20.379868088701954,2.557245355408654,71.37689477834371,0.7791521267694159,600,3500,62.707216238970716,21.882208943556986,28.210896603710903,1
60,163.5898319342407,327.30648237433707,157.20700981849197,237.1257752814367,30.951182012743764,2.4375456328891927,66.6807190280701,1.7039649646935655,600,3500,58.64063748832035,23.27059121648644,40.68352032702221,1
61,153.21153316908587,336.75091500319127,80.29882240037327,225.65085554416592,21.207239178471475,1.076926197419307,68.46524468206698,1.187280330106839,600,3500,80.62669241838965,15.156742297980443,54.7985879746098,0
62,152.45349571880402,324.31598983936016,43.302679174369025,230.2990316230938,24.104402981636024,2.0237434828784693,30.55156322143236,1.2244533081280329,600,3500,63.702931779993676,24.08709189020603,40.32054027850074,1
63,162.1831310563619,315.91327423640564,187.07981230807346,218.10690968927756,15.232410798162013,2.1405868563575714,50.80769990898808,0.7002199586239157,600,3500,54.637537058759534,21.40844290300749,33.39948852250053,1
64,170.1390856953213,327.1226783132546,93.70286043967417,211.71939730994112,16.448937755891176,2.1964683426907015,54.06720758176618,0.620902270635687,600,3500,53.988021436035325,19.001663504528057,37.33464649153356,1
65,185.09342822415604,336.27823229475655,178.55908421255756,222.4498926675422,22.849871128133696,2.7405171076819967,30.959613841152834,1.5919089604606478,600,3500,60.30808156938033,32.63848637240134,35.08730569910013,0
66,188.47524074408923,335.96470838529433,54.76518742951867,215.37967035662805,24.59877669434247,2.6008076401806353,42.99066043725171,1.2446917285329495,600,3500,54.095225386743856,19.140827390564812,32.98408935093439,1
67,222.19820328035595,337.72461913492606,149.53062953789706,219.97140603024147,27.000410962386074,2.823715278380334,68.01449115610674,1.1552760539227693,600,3500,64.67167902655284,18.66407391441806,31.277101056327997,1
68,212.9942952296822,356.8895925717524,164.4509354399599,205.94281628697198,20.833251574186065,3.294649784626385,36.855485286449955,1.5942623429785951,600,3500,70.56725211900255,27.70040231926005,36.94828325010448,1
69,209.00791132953017,348.016021739215,25.028825678503804,222.5933335410931,28.89963772253085,3.4389572161482804,56.76550657262958,1.6482693484866646,600,3500,67.60871385018993,17.642363791648595,42.440491757373714,1
70,208.3992704547827,356.22248245676553,107.61524067623697,220.15690443319505,32.202447943784094,3.1543692286794833,40.76009360086188,0.7383622515040303,600,3500,65.33793678034363,26.289298934646915,26.706790823356076,1
71,194.21176586886867,353.1895926702571,48.98025631230253,220.9194708887768,30.597019777866997,3.866571087864804,30.606038732194662,1.415337724216462,600,3500,80.80660615716023,25.390520727881203,37.9200943945918,0
72,204.63668204226286,349.9243746218488,28.378741437102647,222.3517652611685,15.792376506967143,1.054697748029085,42.06007287997707,0.7030311234165283,600,3500,81.69771417914167,20.54053595361457,50.65816218574634,0
73,213.6720069485213,366.4060274016567,297.0884673930841,227.21230017581937,24.610138945156578,1.5873339570506384,78.7936877455027,1.6270626290435686,600,3500,72.96817509561723,31.894052100930676,54.430703494076965,0
74,213.8620102591428,378.7872726364771,103.48261504266966,215.05886031192995,17.098603568363497,1.0226886249344265,70.07685559414948,1.4854327344007092,600,3500,79.49568873581894,17.89531437536324,63.065710874924086,0
75,208.51784572240774,390.9899171764867,244.8635892978441,215.01616854523664,19.84090031725055,2.942424142463809,77.97883221605167,1.9349219316251869,600,3500,73.00206077478605,30.664588447737827,45.51841310066616,0
76,193.56730701426437,410.57209928380166,83.84578988149151,209.74601793898577,34.73325186534293,3.6940916468499605,54.392702196318126,0.6034370245346318,600,3500,67.13607630956648,24.01958275513127,29.321606086499035,1
77,185.67472372728517,410.88715690829304,207.6357894449395,196.2295601303596,17.849910858030263,1.7304468897288978,35.48680993387518,0.5855820817268815,600,3500,68.47587726961405,30.259869946604667,39.616277235510715,0
78,193.11183656499745,421.1164514777175,230.4660793680091,204.12653773138928,24.97776306902712,3.78110363438892,57.39797444868465,0.9232806120398003,600,3500,71.1323036374031,21.60752677922762,32.92697823603084,1
79,190.99022234788117,416.46245012881565,182.73523477627484,201.30915386259255,27.36311468636238,1.1808021708686827,52.71886672799805,0.892558525603859,600,3500,74.01708052373975,19.666657772121173,53.50975132033083,1
80,186.72153440748394,421.32494541614227,146.75709467954593,203.2493172674927,29.049299410882078,3.803308080416543,72.2178541369808,0.8704681986079997,600,3500,75.32907676319373,23.281456568043687,33.444456382903866,0
81,191.736017722732,419.372799600627,129.43386510270787,204.68808061731718,26.192973669738283,2.0548680617189032,34.90412903921223,1.859381870781555,600,3500,64.92024674889626,31.043708997245176,53.41149262207991,0
82,203.31788425205227,420.82773907551774,111.17179729746864,202.00926243830827,15.195416948383674,1.3042624853476497,54.412056851088906,0.8743192997742592,600,3500,72.39797830613725,17.219547506285817,49.50652834471306,1
83,205.88905295261506,429.75509445707144,279.5634518318695,217.80948126735453,21.529226164879837,2.457615277558977,37.50243323469921,0.9079245891929465,600,3500,52.43595598614263,27.06816162508101,28.78523194407895,1
84,209.03418191124678,417.48178420856937,250.87962825844144,217.43136404632244,25.35423286769423,1.770329703161524,46.233796344503,1.6390973936269455,600,3500,63.13426859886353,29.33156337649956,51.857527089972656,0
85,222.75280324674455,448.86759334385124,289.8578040932886,204.9677455049091,16.757329982896668,1.8546187058857684,66.86785386938999,1.17460976367581,600,3500,63.731218824532554,18.826296248756602,42.26321935761388,1
86,224.50833618629287,433.7773326213557,46.04619481080797,201.76469462344255,22.012538624183616,1.9218698947788597,53.80090646843833,1.6650658354327719,600,3500,58.89638486544723,19.080922178111994,49.63314444733633,1
87,221.4154507218471,415.56450342953974,221.95156780905683,205.76259558433944,15.66406217582733,3.4090776934979905,48.794414257288466,0.5980492363465779,600,3500,62.10531550714598,25.51713348968976,27.605392763428664,1
88,228.14670574958686,432.9361665320408,282.118732478101,210.02335645930384,16.571569943100414,2.6174838300257637,49.72381392850177,1.2313567905100764,600,3500,44.393259510197076,22.834170535934117,32.51570498744874,1
89,225.5804039226613,444.8111069414848,62.55758918804144,201.32110897720975,22.93846552403192,1.933923097468011,52.97233842029933,0.550420400274924,600,3500,59.141962051786294,24.686366208858768,37.89723730781303,1
90,221.9021466813337,454.17290419726714,29.283917536365472,208.7569690359679,17.654315080861206,2.8310013499327553,69.25082719185284,0.5939798051830318,600,3500,62.94179348642648,17.915838334814875,30.540254746611694,1
91,234.63948288272925,463.59808683623135,224.92498829411713,194.65403360499957,26.35081696523116,3.1484520226695807,74.60423444701172,1.8596561800166165,600,3500,73.67612667128851,28.80525319227529,43.72672776252934,0
92,231.71995617447305,463.41438524352765,176.59720282217444,203.80711522593091,28.789299382745313,1.8178720022006014,77.76673432519641,0.7088680566763927,600,3500,73.67448938941918,28.77058518539022,35.75898895788057,0
93,205.16819569883836,449.9555696712402,254.1303452598989,193.25233211283168,31.011733982181656,2.2406473045760547,69.34516931276475,1.2986310234128258,600,3500,66.63432416963029,21.882597844063817,36.921081318428115,1
94,208.62337513772601,451.0926380441461,50.533989221623955,191.44237036076228,19.0030048848962,1.3656582800108428,45.77034478740064,1.1166434039010598,600,3500,66.78585281005263,18.52746750473213,45.030755665522946,1
95,204.6682106219231,440.93521237146444,240.62752043936817,199.95891978497588,18.349651645181396,1.543448048604041,64.4067353043271,1.021014989388264,600,3500,68.86900356328083,20.724500523860726,43.42910761929862,1
96,201.77684205722366,455.5620083727307,68.47192281384591,200.91576513607242,17.091356806688005,3.0433535618949485,51.8801562027696,1.8497500185309086,600,3500,55.9305696346173,21.46502872486646,41.621090461462636,1
97,206.30620532255875,453.35614765019864,57.46022343105431,207.44935327778097,27.728604990872732,1.5443150430868808,42.73353110230256,0.5327350951632343,600,3500,64.43649205595757,26.678466266617193,43.18720937820498,0
98,204.6455962390481,440.973689698311,57.637081399987956,212.39864895546043,29.129514529738024,2.5754901510011807,72.04357897129613,1.4956845292633836,600,3500,54.42801851984577,22.84349685962738,34.389829222424225,1
99,206.79498453999565,436.1529020735161,246.2266688671008,222.68879786269724,15.63172289651284,3.127138785167298,31.92131744811625,1.9450916513203256,600,3500,65.99522193449387,32.48562684851816,49.46691764368411,0
100,186.5718352080383,442.3468738876505,202.90719400189803,231.18647667000693,33.7242449248738,1.3206307692842314,75.08809960677118,1.3402522751927628,600,3500,72.67771783103662,25.31606350671019,55.36637642666581,0
101,177.14126712336568,433.89100559559085,161.6889731830446,227.55652220171538,16.03942567302945,2.7019366588867104,53.0738732312367,1.9052336930496376,600,3500,53.12196466129254,21.737136464317345,45.105756913952376,1
102,191.1808545099586,421.55769966209436,114.06084039581572,232.6200552720631,25.82592670602141,1.7696883511040913,61.86007384041402,0.5783868189290357,600,3500,61.85664773341964,22.085805988892716,42.00061932379926,1
103,190.9953464648422,425.21300783447305,264.3881568358014,220.40764037848112,29.18121038901833,3.8887806257127395,62.96769611028913,1.1281899786112422,600,3500,72.88268050638631,17.762305284128487,32.69371354715954,1
104,174.26030024493997,428.8875064011039,123.80908115256426,219.94440111977883,32.41938247492171,2.4506369401597743,74.75588703532682,0.8902366864430767,600,3500,58.73849192932537,24.18583550785316,26.651311299788308,1
105,163.5349819005834,421.28335877053695,246.81383744675736,226.49227899688714,29.281738642648556,3.4179776493254743,61.833484108360366,1.5962314474710948,600,3500,66.40800026098094,23.09690923207864,38.90760320809784,1
106,153.6091201065515,414.2177841862621,137.34912348536335,227.56306023085514,31.034561661395838,2.6506796264687855,60.696679238003085,1.97194563574587,600,3500,54.71928593548111,21.71785140754287,48.78975773397076,1
107,154.63259693204816,417.69853324662665,119.3138845332232,231.13617808299182,21.78900385085612,1.1302375985644575,33.3326020280345,0.8847950936663718,600,3500,78.72125017563364,25.68314693764549,53.23058663876993,0
108,150.30650412656803,395.9772681241668,144.17713784418586,229.4299990752655,31.296502274930244,2.899454126782067,55.9204010972602,1.4812619022111118,600,3500,54.8193111460618,19.819879165622034,30.75075410967237,1
109,143.71468110220326,374.86531150851846,97.3995835076012,238.46255457554665,16.6022969276935,3.8542100266199713,37.50845004085208,0.7971464491396102,600,3500,75.3661558593936,25.522301827852253,34.589532516926155,0
110,143.7540541465173,364.08864818973194,226.80672025111284,237.8192283858747,32.89633312121055,2.8048354604389933,66.87168843607428,1.3479953818574149,600,3500,67.59408079630948,20.572836385966664,27.202415981654813,1
111,148.53159514085257,360.8869409140542,155.78891312681895,234.09562692664227,25.951847523074726,3.4575665782803706,55.611096040633726,1.1958987300325044,600,3500,65.98255357450391,15.096868399466238,28.768713587536837,1
112,145.94130869346367,365.5505543980243,77.34168159257702,241.18776622719471,31.345955399249874,3.6526193900452233,64.01138896041766,1.9580079944473057,600,3500,71.69644200497486,24.35272145905594,49.861216411274825,1
113,140.1942166173297,387.68089765226756,270.87662624962485,229.94648684827902,24.046365690366002,1.6842393158467974,32.083645030119214,1.4127909090446997,600,3500,66.4214711798282,30.19258407272113,48.841145438516314,0
114,135.97923441393084,400.54579200029787,121.32845419823131,233.9547535964178,27.871553903930497,1.63613451972468,34.23960080229016,1.024259558130228,600,3500,67.2904557054538,24.804955951243144,42.06226770527386,1
115,139.37744405579727,398.14671405084647,167.6303297230567,225.61487460260068,25.528053218722263,2.832942966552975,65.81616940313411,0.6711436773319001,600,3500,57.60841684570322,23.456557885801242,27.169098427254905,1
116,139.30364255635155,397.86147093230613,272.8769121797186,235.838289236506,29.631790435106637,2.2330854094201142,33.60421679993367,0.7268702431024019,600,3500,59.97257167368005,33.029260483948306,29.38124132395793,0
117,146.97661094341558,382.823530462739,191.0290188150577,233.75007121053164,16.63259964061179,3.5195839086001612,33.56283638826293,0.8379753949268527,600,3500,71.26489200377141,29.418682013365785,29.223367713199284,0
118,135.478685168472,382.54583342285315,43.90043180542558,234.82994897708915,16.207041679811276,3.7000693701940337,30.605423761744373,0.8764499920104469,600,3500,69.50253813392945,23.434153206188245,29.868590982682257,1
119,127.72532410890256,378.21595383905105,282.5513158479078,238.1305121502421,19.94206468020293,2.0602641379081543,77.82506991497401,1.7759240867617068,600,3500,67.58670837043864,29.34783868567448,43.65154561464427,0
120,135.45673266779505,383.0567322441224,192.03533539071117,222.69303537972885,18.190893602263767,1.7106116769234463,66.87541797295034,1.3418341824237874,600,3500,69.96234687011727,19.505425058016716,44.93885041084714,1
121,127.43845423429812,370.6482680908375,107.12262825055498,217.488356647274,32.435671331844034,3.3415765457315856,47.66257042510321,1.2850863670615498,600,3500,59.671113738896814,19.801165192855063,31.874669363619624,1
122,141.2786114236249,378.4384658044551,50.3889010723823,225.83672392156643,19.384279747160885,1.8244181066444083,44.82677906438276,0.6721533078038262,600,3500,58.359960093332184,22.784233244942545,38.686257639300685,1
123,155.3306644824068,401.42954949949376,240.26730488838584,232.77884411493355,34.51730511638263,3.4678429555410353,47.48516148729247,1.7902095400241524,600,3500,59.751537747114455,29.501644505768873,42.6160775299916,0
124,169.25392201732583,399.7981472726409,189.82109921926892,235.04310175809528,21.737915835422136,2.2712147609462887,68.73267655905909,1.5842214548127256,600,3500,56.008436598023486,25.176022958239702,37.961806139770694,1
125,160.44751383202814,405.82382310412504,164.70371667313324,224.24739318669108,18.642358313773986,3.0026496978744115,63.068530553520716,0.6015025428500024,600,3500,63.49739177040825,23.04347077613482,22.177096508313397,1
126,161.21646331787386,416.17598297979174,269.2288490847777,228.93142087355972,30.79397014284958,1.2866059415040045,39.259778393373395,1.5617526458446531,600,3500,70.40785425365554,28.7199961854719,58.725344172707295,0
127,156.2821384958406,410.1576759015042,238.69319125511393,234.63861759520327,28.17415551001752,2.871577974029719,38.70546676670422,1.3153073260139692,600,3500,60.49804879795795,27.842590987092798,32.39077175707877,1
128,165.5137645792601,413.51906312866043,53.985715122497844,235.01475530019323,24.96391432906278,2.355303036211687,34.91978248566986,0.6225880186201673,600,3500,61.08813520338735,26.314571762535696,32.105236052371666,1
129,182.57981411604473,413.70794914038737,100.39939966070898,244.80012290492488,26.107271018752627,2.7598253895264224,63.015135985066905,1.1874509622929847,600,3500,60.87734119873117,15.012523161987987,31.04160824911083,1
130,191.31570827239852,415.1730906186198,82.06185054619506,239.3326685838839,29.384035565445277,1.5040426232345903,68.2186331110868,1.2270444306950705,600,3500,70.97927182142165,17.281313356043587,47.380539087227106,1
131,191.4071517297999,403.57794386078785,225.74442484607633,235.2538079638841,19.569094826625975,3.2106212348325465,43.2523214162502,0.7486618102449136,600,3500,62.78829476265166,25.251714571139107,29.461734080023138,1
132,187.75175876147446,403.945596474672,19.72440607337602,215.37691533119758,34.92667832113484,3.588391232629686,31.04724805154564,1.9185472205004235,600,3500,72.2145414215485,33.332355019674445,50.196326050833434,0
133,194.24262608776553,411.41557084335375,175.2680086126818,222.73553541237888,34.49586324293566,1.650219400272327,34.10858337382137,1.774963057220993,600,3500,67.05811322592639,33.65159844192835,54.94368035279127,0
134,182.01389072101247,433.18272496027936,231.11301886480027,225.24643112013996,28.00651372693874,1.2871436665604852,78.39300174225153,1.5035335059936625,600,3500,80.77323785703597,27.339940241050634,58.93224351212108,0
135,187.37725104483312,447.5717873515575,264.2620346609074,211.79186851907411,18.990849018582903,1.0709157581390092,44.77223887387101,1.193443341500911,600,3500,69.19280092300453,22.032932317286186,57.8238025523199,0
136,178.23034173222035,479.8695242142308,109.20370712761317,197.72307651912092,28.604564848625827,2.925914501329798,68.46115739190668,1.1176483123767627,600,3500,56.35024568196162,18.515037506938782,29.237027657081523,1
137,184.4358238918377,468.35931077091004,248.16461835488371,190.74203150015285,16.443968179583518,2.821282108266342,61.23317844271319,1.4764602007264314,600,3500,54.687737288254596,19.423598085174604,31.258726190658255,1
138,182.82645012320708,481.4441203217202,42.08320371701009,197.09129503599567,15.613050044116122,2.64009223814221,49.09698198264479,1.3181478041103583,600,3500,48.12763163197864,15.043565029623878,29.32070125421064,1
139,178.94380613344094,484.1942504077955,255.47116460301027,194.68841113128664,20.153657770224275,1.6958412883479261,40.28436310977776,0.5934096588228284,600,3500,66.87965586749749,26.151895865247887,42.978665105403756,1
140,170.08868239515246,517.0412944060606,46.9717120762749,188.25011579800403,24.252459134786328,2.172717987716544,36.06932090797032,1.2687539731554975,600,3500,56.47521237065855,21.723003522967275,37.064876163986554,1
